modelo,condicao,variacao,indice,arquivo,texto_original,texto_transcrito,duracao_s,lev_dist,lev_sim,mosanet_mos,nisqa_overall,nisqa_noisiness,nisqa_discontinuity,nisqa_coloration,nisqa_loudness,dns_sig,dns_bak,dns_ovrl,mos_principal,mos_principal_fonte,status,erro
xtts,ajustado,v3,27,xtts\outputs_final_experiment\ajustado\v3\027.wav,O relatório foi concluído.,O relatoiro foi comprovido.,3.296,9,0.6538,,2.7888,3.4202,3.0272,2.2462,3.5035,3.2117,3.5913,4.1091,2.7888,nisqa_overall,ok,
xtts,ajustado,v3,32,xtts\outputs_final_experiment\ajustado\v3\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardar, vamos ao início da palestra conversamos sobre projetos futuros e oportunidade de pesquisa?",7.189,5,0.9533,,4.0168,3.3088,4.4225,3.9011,4.2265,3.7483,3.6507,4.0348,4.0168,nisqa_overall,ok,
xtts,ajustado,v3,37,xtts\outputs_final_experiment\ajustado\v3\037.wav,O resultado saiu mais cedo do que imaginávamos.,O resultado saiu mais cedo que imaginava.,5.099,7,0.8478,,3.7923,2.4317,4.4084,3.8907,3.855,3.5443,3.5392,3.5796,3.7923,nisqa_overall,ok,
xtts,ajustado,v3,42,xtts\outputs_final_experiment\ajustado\v3\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Durante a visita ao museu, aprendemos diversos fatos furiosos sobre a história da região.",8.629,1,0.9885,,2.6532,2.0987,4.2722,3.4443,3.498,3.5644,3.5405,3.2135,2.6532,nisqa_overall,ok,
xtts,ajustado,v3,47,xtts\outputs_final_experiment\ajustado\v3\047.wav,Hoje acordei mais cedo.,"Hoje... Ah, eu já acordei mais cedo.",5.984,9,0.7097,,3.0484,1.95,4.305,3.653,3.8674,3.1072,3.5557,3.0606,3.0484,nisqa_overall,ok,
xtts,ajustado,v3,52,xtts\outputs_final_experiment\ajustado\v3\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.",8.075,0,1.0,,4.2779,2.81,4.4392,4.2687,4.3859,4.08,3.7544,4.1375,4.2779,nisqa_overall,ok,
xtts,ajustado,v3,57,xtts\outputs_final_experiment\ajustado\v3\057.wav,Ainda falta muito?,Ainda falta muito...,3.2,0,1.0,,3.6533,2.4444,4.1652,3.7861,3.9775,3.6196,3.5418,4.0985,3.6533,nisqa_overall,ok,
xtts,ajustado,v3,62,xtts\outputs_final_experiment\ajustado\v3\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","quando a chuva de mim doeu, as pessoas voltaram gradualmente nas áreas destes do parque.",8.864,17,0.809,,2.2047,1.7439,3.9815,3.1199,2.9703,3.3726,3.1929,2.949,2.2047,nisqa_overall,ok,
xtts,ajustado,v3,67,xtts\outputs_final_experiment\ajustado\v3\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,"O vandém saiu, o vandém tudo dai para ter ação marcada por fim de semana.",7.563,34,0.6,,2.1772,1.8952,3.5888,2.3598,2.8466,2.9765,3.3769,2.7392,2.1772,nisqa_overall,ok,
xtts,ajustado,v3,72,xtts\outputs_final_experiment\ajustado\v3\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,Você sabe qual é o número da sala onde acontecer a entrevista.,4.405,1,0.9839,,3.3552,3.6806,4.1984,2.7824,3.7432,3.6674,3.62,3.1904,3.3552,nisqa_overall,ok,
xtts,ajustado,v3,77,xtts\outputs_final_experiment\ajustado\v3\077.wav,Já está tudo pronto?,"e já está pronto, então...",3.435,11,0.5,,2.7272,3.0323,3.4022,2.2129,3.0235,3.3705,3.5984,3.7438,2.7272,nisqa_overall,ok,
xtts,ajustado,v3,82,xtts\outputs_final_experiment\ajustado\v3\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,"O casal passou vários meses organizando cuidadão, amiguitos. Cada detalhe da cerimônia.",6.4,8,0.9048,,3.2271,2.3428,3.8927,3.2792,3.8289,3.7452,3.5052,3.8561,3.2271,nisqa_overall,ok,
xtts,ajustado,v3,87,xtts\outputs_final_experiment\ajustado\v3\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou exatamente 7 horas da manhã.,4.085,4,0.9149,,3.8785,2.1992,4.5239,4.1226,4.2236,3.962,3.5016,3.9176,3.8785,nisqa_overall,ok,
xtts,ajustado,v3,92,xtts\outputs_final_experiment\ajustado\v3\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.",8.075,0,1.0,,3.775,3.1508,4.2395,3.8225,4.1452,3.2723,3.7577,4.0771,3.775,nisqa_overall,ok,
xtts,ajustado,v3,97,xtts\outputs_final_experiment\ajustado\v3\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,7.051,0,1.0,,3.6934,2.6215,4.0905,3.8084,4.2033,3.2804,3.5292,3.5741,3.6934,nisqa_overall,ok,
