indice,variacao,seed,texto,modelo,experimento,checkpoint,criterio_selecao,referencia,arquivo_gerado,status,tempo_s,erro
22,2,123,Eu não esperava encontrar tanta gente naquele horário,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v2\022.wav,ok,24.25,
22,3,456,Eu não esperava encontrar tanta gente naquele horário,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v3\022.wav,ok,23.67,
23,1,42,Qual foi a primeira cidade que você visitou durante as férias?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v1\023.wav,ok,28.95,
23,2,123,Qual foi a primeira cidade que você visitou durante as férias?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v2\023.wav,ok,29.89,
23,3,456,Qual foi a primeira cidade que você visitou durante as férias?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v3\023.wav,ok,28.69,
24,1,42,"Apesar da chuva intensa, a cerimônia aconteceu sem grandes problemas",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v1\024.wav,ok,28.62,
24,2,123,"Apesar da chuva intensa, a cerimônia aconteceu sem grandes problemas",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v2\024.wav,ok,28.38,
24,3,456,"Apesar da chuva intensa, a cerimônia aconteceu sem grandes problemas",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v3\024.wav,ok,28.64,
25,1,42,O cachorro correu até o portão assim que ouviu o carro se aproximando,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v1\025.wav,ok,34.77,
25,2,123,O cachorro correu até o portão assim que ouviu o carro se aproximando,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v2\025.wav,ok,34.56,
25,3,456,O cachorro correu até o portão assim que ouviu o carro se aproximando,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v3\025.wav,ok,34.66,
26,1,42,Você sabe onde fica a biblioteca central?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v1\026.wav,ok,18.06,
26,2,123,Você sabe onde fica a biblioteca central?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v2\026.wav,ok,20.38,
26,3,456,Você sabe onde fica a biblioteca central?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v3\026.wav,ok,18.59,
27,1,42,O relatório foi concluído,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v1\027.wav,ok,14.67,
27,2,123,O relatório foi concluído,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v2\027.wav,ok,13.23,
27,3,456,O relatório foi concluído,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v3\027.wav,ok,13.62,
28,1,42,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v1\028.wav,ok,34.48,
28,2,123,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v2\028.wav,ok,34.69,
28,3,456,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v3\028.wav,ok,34.55,
29,1,42,Que horas são agora?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v1\029.wav,ok,9.94,
29,2,123,Que horas são agora?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v2\029.wav,ok,10.5,
29,3,456,Que horas são agora?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v3\029.wav,ok,14.17,
30,1,42,A médica explicou com calma cada etapa do tratamento recomendado,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v1\030.wav,ok,28.38,
30,2,123,A médica explicou com calma cada etapa do tratamento recomendado,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v2\030.wav,ok,28.16,
30,3,456,A médica explicou com calma cada etapa do tratamento recomendado,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\3.wav,outputs_final_experiment\original\v3\030.wav,ok,28.31,
31,1,42,O grupo decidiu antecipar a saída,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v1\031.wav,ok,19.72,
31,2,123,O grupo decidiu antecipar a saída,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v2\031.wav,ok,18.19,
31,3,456,O grupo decidiu antecipar a saída,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v3\031.wav,ok,19.97,
32,1,42,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v1\032.wav,ok,36.44,
32,2,123,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v2\032.wav,ok,36.64,
32,3,456,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v3\032.wav,ok,36.3,
33,1,42,O restaurante estava lotado,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v1\033.wav,ok,15.95,
33,2,123,O restaurante estava lotado,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v2\033.wav,ok,15.09,
33,3,456,O restaurante estava lotado,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v3\033.wav,ok,15.45,
34,1,42,Você já assistiu ao filme que foi lançado na semana passada?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v1\034.wav,ok,29.36,
34,2,123,Você já assistiu ao filme que foi lançado na semana passada?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v2\034.wav,ok,30.61,
34,3,456,Você já assistiu ao filme que foi lançado na semana passada?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v3\034.wav,ok,29.95,
35,1,42,"Depois de vários testes, conseguimos identificar a origem do problema",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v1\035.wav,ok,28.76,
35,2,123,"Depois de vários testes, conseguimos identificar a origem do problema",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v2\035.wav,ok,28.61,
35,3,456,"Depois de vários testes, conseguimos identificar a origem do problema",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v3\035.wav,ok,28.88,
36,1,42,A praia estava praticamente vazia naquela manhã de terça-feira,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v1\036.wav,ok,26.14,
36,2,123,A praia estava praticamente vazia naquela manhã de terça-feira,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v2\036.wav,ok,26.48,
36,3,456,A praia estava praticamente vazia naquela manhã de terça-feira,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\4.wav,outputs_final_experiment\original\v3\036.wav,ok,26.16,
